Block_paper,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Paper,TrialNumber_Version,Round,Block,TrialNumber_total,Blocks_Control1.thisRepN,Blocks_Control1.thisTrialN,Blocks_Control1.thisN,Blocks_Control1.thisIndex,trials_Control1.thisRepN,trials_Control1.thisTrialN,trials_Control1.thisN,trials_Control1.thisIndex,Blocks_TMTA1.thisRepN,Blocks_TMTA1.thisTrialN,Blocks_TMTA1.thisN,Blocks_TMTA1.thisIndex,trials_TMTA1.thisRepN,trials_TMTA1.thisTrialN,trials_TMTA1.thisN,trials_TMTA1.thisIndex,Blocks_Control2.thisRepN,Blocks_Control2.thisTrialN,Blocks_Control2.thisN,Blocks_Control2.thisIndex,trials_Control2.thisRepN,trials_Control2.thisTrialN,trials_Control2.thisN,trials_Control2.thisIndex,Blocks_TMTB1.thisRepN,Blocks_TMTB1.thisTrialN,Blocks_TMTB1.thisN,Blocks_TMTB1.thisIndex,trials_TMTB1.thisRepN,trials_TMTB1.thisTrialN,trials_TMTB1.thisN,trials_TMTB1.thisIndex,Blocks_Control3.thisRepN,Blocks_Control3.thisTrialN,Blocks_Control3.thisN,Blocks_Control3.thisIndex,trials_Control3.thisRepN,trials_Control3.thisTrialN,trials_Control3.thisN,trials_Control3.thisIndex,Blocks_TMTA2.thisRepN,Blocks_TMTA2.thisTrialN,Blocks_TMTA2.thisN,Blocks_TMTA2.thisIndex,trials_TMTA2.thisRepN,trials_TMTA2.thisTrialN,trials_TMTA2.thisN,trials_TMTA2.thisIndex,Blocks_Control4.thisRepN,Blocks_Control4.thisTrialN,Blocks_Control4.thisN,Blocks_Control4.thisIndex,trials_Control4.thisRepN,trials_Control4.thisTrialN,trials_Control4.thisN,trials_Control4.thisIndex,Blocks_TMTB2.thisRepN,Blocks_TMTB2.thisTrialN,Blocks_TMTB2.thisN,Blocks_TMTB2.thisIndex,trials_TMTB2.thisRepN,trials_TMTB2.thisTrialN,trials_TMTB2.thisN,trials_TMTB2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,polygon_2.started,polygon_2.stopped,text_2.started,text_2.stopped,Attempts,First_attempt,ResponseClock,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,Info2.started,Info2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
A3,468:494,4,['3'],3,Images/TMTstop-A_1_3linestimulus1.png,Images/TMTstop-A_1_3greenlinestimulus1.png,Images/TMTstop-A_1_3redlinestimulus1.png,TMT_A,A3,54,None,2,454,,,,,,,,,0,2,2,2,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,77.63291330001084,118.24087939999299,None,['3'],1,[0.04744880000362173],118.24087939999299,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A3,468:494,5,['2'],2,Images/TMTstop-A_1_3linestimulus2.png,Images/TMTstop-A_1_3greenlinestimulus2.png,Images/TMTstop-A_1_3redlinestimulus2.png,TMT_A,A3,55,None,2,455,,,,,,,,,0,2,2,2,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,77.81678470002953,118.34104200004367,None,"['1', '2']",1,"[0.08331220003310591, 0.12741290003759786]",118.34104200004367,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A3,468:494,6,['1'],1,Images/TMTstop-A_1_3linestimulus3.png,Images/TMTstop-A_1_3greenlinestimulus3.png,Images/TMTstop-A_1_3redlinestimulus3.png,TMT_A,A3,56,None,2,456,,,,,,,,,0,2,2,2,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,78.37786040001083,118.52436580002541,None,"['3', '1', '2', '3', '1']",1,"[0.03669239999726415, 0.1740707000135444, 0.18078799999784678, 0.3264513000031002, 0.478948500007391]",118.52436580002541,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A3,468:494,7,['3'],3,Images/TMTstop-A_1_3linestimulus4.png,Images/TMTstop-A_1_3greenlinestimulus4.png,Images/TMTstop-A_1_3redlinestimulus4.png,TMT_A,A3,57,None,2,457,,,,,,,,,0,2,2,2,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,78.52818199998,119.08595610002521,None,"['2', '3']",1,"[-0.02085640002042055, 0.07687559997430071]",119.08595610002521,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A3,468:494,8,['1'],1,Images/TMTstop-A_1_3linestimulus5.png,Images/TMTstop-A_1_3greenlinestimulus5.png,Images/TMTstop-A_1_3redlinestimulus5.png,TMT_A,A3,58,None,2,458,,,,,,,,,0,2,2,2,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,78.8792126000044,119.23680740001146,None,['1'],1,[0.2956162000191398],119.23680740001146,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A3,468:494,9,['3'],3,Images/TMTstop-A_1_3linestimulus6.png,Images/TMTstop-A_1_3greenlinestimulus6.png,Images/TMTstop-A_1_3redlinestimulus6.png,TMT_A,A3,59,None,2,459,,,,,,,,,0,2,2,2,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,79.04207000002498,119.5947562000365,None,"['2', '3']",1,"[-0.013405699981376529, 0.06952319998526946]",119.5947562000365,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A3,468:494,10,['2'],2,Images/TMTstop-A_1_3linestimulus7.png,Images/TMTstop-A_1_3greenlinestimulus7.png,Images/TMTstop-A_1_3redlinestimulus7.png,TMT_A,A3,60,None,2,460,,,,,,,,,0,2,2,2,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,79.24920620000921,119.75771570001962,None,"['1', '2']",1,"[0.09143959998618811, 0.1342776999808848]",119.75771570001962,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A3,468:494,11,['3'],3,Images/TMTstop-A_1_3linestimulus8.png,Images/TMTstop-A_1_3greenlinestimulus8.png,Images/TMTstop-A_1_3redlinestimulus8.png,TMT_A,A3,61,None,2,461,,,,,,,,,0,2,2,2,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,79.34921850002138,119.95797079999465,None,['3'],1,[0.037406900024507195],119.95797079999465,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A3,468:494,12,['2'],2,Images/TMTstop-A_1_3linestimulus9.png,Images/TMTstop-A_1_3greenlinestimulus9.png,Images/TMTstop-A_1_3redlinestimulus9.png,TMT_A,A3,62,None,2,462,,,,,,,,,0,2,2,2,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,79.64021819998743,120.05809780000709,None,"['1', '2']",1,"[0.1451729999971576, 0.22870049998164177]",120.05809780000709,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A3,468:494,13,['1'],1,Images/TMTstop-A_1_3linestimulus10.png,Images/TMTstop-A_1_3greenlinestimulus10.png,Images/TMTstop-A_1_3redlinestimulus10.png,TMT_A,A3,63,None,2,463,,,,,,,,,0,2,2,2,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,79.85519979998935,120.3490557000041,None,"['3', '1']",1,"[-0.0039530000067316, 0.15722299995832145]",120.3490557000041,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A3,468:494,14,['2'],2,Images/TMTstop-A_1_3linestimulus11.png,Images/TMTstop-A_1_3greenlinestimulus11.png,Images/TMTstop-A_1_3redlinestimulus11.png,TMT_A,A3,64,None,2,464,,,,,,,,,0,2,2,2,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,79.90418230002979,120.56281630002195,None,['2'],1,[-0.013502600020729005],120.56281630002195,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A3,468:494,15,['3'],3,Images/TMTstop-A_1_3linestimulus12.png,Images/TMTstop-A_1_3greenlinestimulus12.png,Images/TMTstop-A_1_3redlinestimulus12.png,TMT_A,A3,65,None,2,465,,,,,,,,,0,2,2,2,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,80.00625410000794,120.61415949999355,None,['3'],1,[0.03333310002926737],120.61415949999355,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A3,468:494,16,['2'],2,Images/TMTstop-A_1_3linestimulus13.png,Images/TMTstop-A_1_3greenlinestimulus13.png,Images/TMTstop-A_1_3redlinestimulus13.png,TMT_A,A3,66,None,2,466,,,,,,,,,0,2,2,2,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,80.20618390000891,120.71427190001123,None,"['1', '2']",1,"[0.08554800000274554, 0.13018929999088868]",120.71427190001123,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A3,468:494,17,['3'],3,Images/TMTstop-A_1_3linestimulus14.png,Images/TMTstop-A_1_3greenlinestimulus14.png,Images/TMTstop-A_1_3redlinestimulus14.png,TMT_A,A3,67,None,2,467,,,,,,,,,0,2,2,2,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,80.30621950002387,120.91445000004023,None,['3'],1,[0.050096800026949495],120.91445000004023,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A3,468:494,18,['2'],2,Images/TMTstop-A_1_3linestimulus15.png,Images/TMTstop-A_1_3greenlinestimulus15.png,Images/TMTstop-A_1_3redlinestimulus15.png,TMT_A,A3,68,None,2,468,,,,,,,,,0,2,2,2,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,81.05716189998202,121.0146201000316,None,"['2', '1', '2', '3', '1', '2']",1,"[0.07567099999869242, 0.08449549996294081, 0.3157904999679886, 0.31656979996478185, 0.6037372999708168, 0.688393399992492]",121.0146201000316,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A3,468:494,19,['3'],3,Images/TMTstop-A_1_3linestimulus16.png,Images/TMTstop-A_1_3greenlinestimulus16.png,Images/TMTstop-A_1_3redlinestimulus16.png,TMT_A,A3,69,None,2,469,,,,,,,,,0,2,2,2,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,81.10707470000489,121.76571820001118,None,['3'],1,[-0.0016539000207558274],121.76571820001118,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A3,468:494,20,['1'],1,Images/TMTstop-A_1_3linestimulus17.png,Images/TMTstop-A_1_3greenlinestimulus17.png,Images/TMTstop-A_1_3redlinestimulus17.png,TMT_A,A3,70,None,2,470,,,,,,,,,0,2,2,2,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,81.27616080001462,121.8175255000242,None,['1'],1,[0.10954430000856519],121.8175255000242,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A3,468:494,21,['2'],2,Images/TMTstop-A_1_3linestimulus18.png,Images/TMTstop-A_1_3greenlinestimulus18.png,Images/TMTstop-A_1_3redlinestimulus18.png,TMT_A,A3,71,None,2,471,,,,,,,,,0,2,2,2,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,81.32611510000424,121.9842278000433,None,['2'],1,[-0.012064500013366342],121.9842278000433,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A3,468:494,22,['3'],3,Images/TMTstop-A_1_3linestimulus19.png,Images/TMTstop-A_1_3greenlinestimulus19.png,Images/TMTstop-A_1_3redlinestimulus19.png,TMT_A,A3,72,None,2,472,,,,,,,,,0,2,2,2,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,81.41612559999339,122.03869820002001,None,['3'],1,[0.02314840001054108],122.03869820002001,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A3,468:494,23,['2'],2,Images/TMTstop-A_1_3linestimulus20.png,Images/TMTstop-A_1_3greenlinestimulus20.png,Images/TMTstop-A_1_3redlinestimulus20.png,TMT_A,A3,73,None,2,473,,,,,,,,,0,2,2,2,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,81.6210508000222,122.1290439000004,None,"['1', '2']",1,"[0.09320339997066185, 0.12783879996277392]",122.1290439000004,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A3,468:494,24,['1'],1,Images/TMTstop-A_1_3linestimulus21.png,Images/TMTstop-A_1_3greenlinestimulus21.png,Images/TMTstop-A_1_3redlinestimulus21.png,TMT_A,A3,74,None,2,474,,,,,,,,,0,2,2,2,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,81.88408160000108,122.32927710004151,None,"['3', '1']",1,"[0.03873979998752475, 0.1969558999990113]",122.32927710004151,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A3,468:494,25,['2'],2,Images/TMTstop-A_1_3linestimulus22.png,Images/TMTstop-A_1_3greenlinestimulus22.png,Images/TMTstop-A_1_3redlinestimulus22.png,TMT_A,A3,75,None,2,475,,,,,,,,,0,2,2,2,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,81.93405069998698,122.59272670000792,None,['2'],1,[-0.011480400047730654],122.59272670000792,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A3,468:494,None,None,None,Images/TMTstop-A_1_3linestimulus23.png,Images/TMTstop-A_1_3greenlinestimulus23.png,Images/TMTstop-A_1_3redlinestimulus23.png,TMT_A,A3,Feedback_last,None,2,Feedback_last,,,,,,,,,0,2,2,2,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,122.64286560000619,None,"['3', '1', '2']",0,"[0.02398579998407513, 0.16930059995502234, 0.22112139995442703]",122.64286560000619,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A4,494:520,1,['2'],2,Images/TMTstop-A_1_4.png,Images/TMTstop-A_1_4.png,Images/TMTstop-A_1_4.png,TMT_A,A4,76,None,2.0,476,,,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,87.0630572999944,127.04616990004433,None,"['1', '2']",1,"[0.5649418999673799, 0.6531806999701075]",127.04616990004433,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A4,494:520,2,['3'],3,Images/TMTstop-A_1_4.png,Images/TMTstop-A_1_4firstgreen.png,Images/TMTstop-A_1_4firstred.png,TMT_A,A4,77,None,2.0,477,,,,,,,,,0,3,3,3,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,87.1200515999808,127.7784625000204,None,['3'],1,[-0.024275800038594753],127.7784625000204,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A4,494:520,3,['1'],1,Images/TMTstop-A_1_4linestimulus0.png,Images/TMTstop-A_1_4greenlinestimulus0.png,Images/TMTstop-A_1_4redlinestimulus0.png,TMT_A,A4,78,None,2.0,478,,,,,,,,,0,3,3,3,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,87.27607660001377,127.83435330004431,None,['1'],1,[0.09269969997694716],127.83435330004431,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A4,494:520,4,['3'],3,Images/TMTstop-A_1_4linestimulus1.png,Images/TMTstop-A_1_4greenlinestimulus1.png,Images/TMTstop-A_1_4redlinestimulus1.png,TMT_A,A4,79,None,2.0,479,,,,,,,,,0,3,3,3,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,87.41612579999492,127.98396430001594,None,"['2', '3']",1,"[-0.004381799953989685, 0.08215700002619997]",127.98396430001594,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A4,494:520,5,['2'],2,Images/TMTstop-A_1_4linestimulus2.png,Images/TMTstop-A_1_4greenlinestimulus2.png,Images/TMTstop-A_1_4redlinestimulus2.png,TMT_A,A4,80,None,2.0,480,,,,,,,,,0,3,3,3,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,87.60610069998074,128.13152190000983,None,"['1', '2']",1,"[0.08209709997754544, 0.1328539999667555]",128.13152190000983,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A4,494:520,6,['1'],1,Images/TMTstop-A_1_4linestimulus3.png,Images/TMTstop-A_1_4greenlinestimulus3.png,Images/TMTstop-A_1_4redlinestimulus3.png,TMT_A,A4,81,None,2.0,481,,,,,,,,,0,3,3,3,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,88.14130279998062,128.31504060002044,None,"['3', '1', '2', '3', '1']",1,"[0.026830999995581806, 0.18652109999675304, 0.22325699997600168, 0.31346699997084215, 0.4722596000065096]",128.31504060002044,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A4,494:520,7,['2'],2,Images/TMTstop-A_1_4linestimulus4.png,Images/TMTstop-A_1_4greenlinestimulus4.png,Images/TMTstop-A_1_4redlinestimulus4.png,TMT_A,A4,82,None,2.0,482,,,,,,,,,0,3,3,3,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,88.19120260002092,128.8489721000078,None,['2'],1,[-0.010252600011881441],128.8489721000078,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A4,494:520,8,['1'],1,Images/TMTstop-A_1_4linestimulus5.png,Images/TMTstop-A_1_4greenlinestimulus5.png,Images/TMTstop-A_1_4redlinestimulus5.png,TMT_A,A4,83,None,2.0,483,,,,,,,,,0,3,3,3,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,88.43122159998165,128.90152549999766,None,"['3', '1']",1,"[0.01382930000545457, 0.18182930001057684]",128.90152549999766,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A4,494:520,9,['3'],3,Images/TMTstop-A_1_4linestimulus6.png,Images/TMTstop-A_1_4greenlinestimulus6.png,Images/TMTstop-A_1_4redlinestimulus6.png,TMT_A,A4,84,None,2.0,484,,,,,,,,,0,3,3,3,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,88.58418350003194,129.13938270002836,None,"['2', '3']",1,"[-0.005481699947267771, 0.0743030000012368]",129.13938270002836,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A4,494:520,10,['2'],2,Images/TMTstop-A_1_4linestimulus7.png,Images/TMTstop-A_1_4greenlinestimulus7.png,Images/TMTstop-A_1_4redlinestimulus7.png,TMT_A,A4,85,None,2.0,485,,,,,,,,,0,3,3,3,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,88.79506279999623,129.3376578000025,None,"['1', '2']",1,"[0.03721629997016862, 0.09653399995295331]",129.3376578000025,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A4,494:520,11,['3'],3,Images/TMTstop-A_1_4linestimulus8.png,Images/TMTstop-A_1_4greenlinestimulus8.png,Images/TMTstop-A_1_4redlinestimulus8.png,TMT_A,A4,86,None,2.0,486,,,,,,,,,0,3,3,3,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,88.86223820003215,129.5039332000306,None,['3'],1,[0.014400299987755716],129.5039332000306,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A4,494:520,12,['1'],1,Images/TMTstop-A_1_4linestimulus9.png,Images/TMTstop-A_1_4greenlinestimulus9.png,Images/TMTstop-A_1_4redlinestimulus9.png,TMT_A,A4,87,None,2.0,487,,,,,,,,,0,3,3,3,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,89.03814399999101,129.57622940000147,None,['1'],1,[0.11912649997975677],129.57622940000147,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A4,494:520,13,['3'],3,Images/TMTstop-A_1_4linestimulus10.png,Images/TMTstop-A_1_4greenlinestimulus10.png,Images/TMTstop-A_1_4redlinestimulus10.png,TMT_A,A4,88,None,2.0,488,,,,,,,,,0,3,3,3,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,89.46722370001953,129.7469690000289,None,"['2', '2', '1', '3']",1,"[0.013453999999910593, 0.33676049998030066, 0.3376367000164464, 0.351967099995818]",129.7469690000289,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A4,494:520,14,['1'],1,Images/TMTstop-A_1_4linestimulus11.png,Images/TMTstop-A_1_4greenlinestimulus11.png,Images/TMTstop-A_1_4redlinestimulus11.png,TMT_A,A4,89,None,2.0,489,,,,,,,,,0,3,3,3,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,89.72021649999078,130.17553350003436,None,['1'],1,[0.19486789999064058],130.17553350003436,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A4,494:520,15,['2'],2,Images/TMTstop-A_1_4linestimulus12.png,Images/TMTstop-A_1_4greenlinestimulus12.png,Images/TMTstop-A_1_4redlinestimulus12.png,TMT_A,A4,90,None,2.0,490,,,,,,,,,0,3,3,3,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,89.7792062999797,130.43713810003828,None,['2'],1,[-0.017948599997907877],130.43713810003828,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A4,494:520,16,['1'],1,Images/TMTstop-A_1_4linestimulus13.png,Images/TMTstop-A_1_4greenlinestimulus13.png,Images/TMTstop-A_1_4redlinestimulus13.png,TMT_A,A4,91,None,2.0,491,,,,,,,,,0,3,3,3,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,90.10320210002828,130.48718160000863,None,"['3', '1']",1,"[0.019243900023866445, 0.26300629996694624]",130.48718160000863,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A4,494:520,17,['3'],3,Images/TMTstop-A_1_4linestimulus14.png,Images/TMTstop-A_1_4greenlinestimulus14.png,Images/TMTstop-A_1_4redlinestimulus14.png,TMT_A,A4,92,None,2.0,492,,,,,,,,,0,3,3,3,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,90.30309990001842,130.8111197000253,None,"['2', '3']",1,"[-0.023743500001728535, 0.11938479996751994]",130.8111197000253,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A4,494:520,18,['2'],2,Images/TMTstop-A_1_4linestimulus15.png,Images/TMTstop-A_1_4greenlinestimulus15.png,Images/TMTstop-A_1_4redlinestimulus15.png,TMT_A,A4,93,None,2.0,493,,,,,,,,,0,3,3,3,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,90.52321220003068,131.01138959999662,None,"['1', '2']",1,"[0.11450610001338646, 0.15685979998670518]",131.01138959999662,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A4,494:520,19,['3'],3,Images/TMTstop-A_1_4linestimulus16.png,Images/TMTstop-A_1_4greenlinestimulus16.png,Images/TMTstop-A_1_4redlinestimulus16.png,TMT_A,A4,94,None,2.0,494,,,,,,,,,0,3,3,3,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,90.665204000019,131.23664670001017,None,['3'],1,[0.0637290999875404],131.23664670001017,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A4,494:520,20,['2'],2,Images/TMTstop-A_1_4linestimulus17.png,Images/TMTstop-A_1_4greenlinestimulus17.png,Images/TMTstop-A_1_4redlinestimulus17.png,TMT_A,A4,95,None,2.0,495,,,,,,,,,0,3,3,3,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,90.90021980000893,131.37351900001522,None,"['1', '2']",1,"[0.12036940001416951, 0.1802033999701962]",131.37351900001522,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
A4,494:520,21,['1'],1,Images/TMTstop-A_1_4linestimulus18.png,Images/TMTstop-A_1_4greenlinestimulus18.png,Images/TMTstop-A_1_4redlinestimulus18.png,TMT_A,A4,96,None,2.0,496,,,,,,,,,0,3,3,3,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,92.1162341000163,131.60888830001932,None,"['2', '1']",1,"[0.6474778999690898, 1.1645063000032678]",131.60888830001932,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
