NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['1'],TMTstop-A_1_3.png,TMTstop-A_1_3.png,TMTstop-A_1_3.png,10,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,80.50700009999855,None,,,,,,,,,,,,,83.5862907999981,None,['1'],1,[2.433914900000673],83.5862907999981,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
2,['3'],TMTstop-A_1_3.png,TMTstop-A_1_3firstgreen.png,TMTstop-A_1_3firstred.png,10,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,86.09950059998664,None,['3'],1,[0.8827216000063345],86.09950059998664,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
3,['1'],TMTstop-A_1_3linestimulus0.png,TMTstop-A_1_3greenlinestimulus0.png,TMTstop-A_1_3redlinestimulus0.png,10,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,87.05784659998608,None,['1'],1,[1.030729700010852],87.05784659998608,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
4,['3'],TMTstop-A_1_3linestimulus1.png,TMTstop-A_1_3greenlinestimulus1.png,TMTstop-A_1_3redlinestimulus1.png,10,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,88.19113479999942,None,['3'],1,[1.0882037999981549],88.19113479999942,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
5,['1'],TMTstop-A_1_3linestimulus2.png,TMTstop-A_1_3greenlinestimulus2.png,TMTstop-A_1_3redlinestimulus2.png,10,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,89.47672409999359,None,['1'],1,[2.4817142999963835],89.47672409999359,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
6,['2'],TMTstop-A_1_3linestimulus3.png,TMTstop-A_1_3greenlinestimulus3.png,TMTstop-A_1_3redlinestimulus3.png,10,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,92.04370939999353,None,['2'],1,[0.460744900003192],92.04370939999353,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
7,['3'],TMTstop-A_1_3linestimulus4.png,TMTstop-A_1_3greenlinestimulus4.png,TMTstop-A_1_3redlinestimulus4.png,10,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,92.5923397999868,None,['3'],1,[0.5576021000015317],92.5923397999868,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
8,['2'],TMTstop-A_1_3linestimulus5.png,TMTstop-A_1_3greenlinestimulus5.png,TMTstop-A_1_3redlinestimulus5.png,10,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,93.2380642999924,None,['2'],1,[0.9609968000004301],93.2380642999924,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
9,['3'],TMTstop-A_1_3linestimulus6.png,TMTstop-A_1_3greenlinestimulus6.png,TMTstop-A_1_3redlinestimulus6.png,10,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,94.29353399999673,None,['3'],1,[1.3794936000049347],94.29353399999673,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
10,['2'],TMTstop-A_1_3linestimulus7.png,TMTstop-A_1_3greenlinestimulus7.png,TMTstop-A_1_3redlinestimulus7.png,10,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,95.75884419999784,None,['2'],1,[1.8520898999995552],95.75884419999784,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
11,['3'],TMTstop-A_1_3linestimulus8.png,TMTstop-A_1_3greenlinestimulus8.png,TMTstop-A_1_3redlinestimulus8.png,10,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,97.69653459999245,None,['3'],1,[0.6535110999975586],97.69653459999245,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
12,['1'],TMTstop-A_1_3linestimulus9.png,TMTstop-A_1_3greenlinestimulus9.png,TMTstop-A_1_3redlinestimulus9.png,10,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,98.44762949999131,None,['1'],1,[2.497156299999915],98.44762949999131,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
13,['3'],TMTstop-A_1_3linestimulus10.png,TMTstop-A_1_3greenlinestimulus10.png,TMTstop-A_1_3redlinestimulus10.png,1,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,101.02952379999624,None,['3'],1,[0.9653171000099974],101.02952379999624,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
14,['1'],TMTstop-A_1_3linestimulus11.png,TMTstop-A_1_3greenlinestimulus11.png,TMTstop-A_1_3redlinestimulus11.png,None,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,102.08519779999915,None,['1'],1,[1.7533190999965882],102.08519779999915,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
15,['3'],TMTstop-A_1_3linestimulus12.png,TMTstop-A_1_3greenlinestimulus12.png,TMTstop-A_1_3redlinestimulus12.png,None,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,103.92630549999012,None,['3'],1,[0.7395496999961324],103.92630549999012,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
16,['2'],TMTstop-A_1_3linestimulus13.png,TMTstop-A_1_3greenlinestimulus13.png,TMTstop-A_1_3redlinestimulus13.png,None,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,104.76535839999269,None,['2'],1,[0.5637206999963382],104.76535839999269,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
17,['3'],TMTstop-A_1_3linestimulus14.png,TMTstop-A_1_3greenlinestimulus14.png,TMTstop-A_1_3redlinestimulus14.png,None,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,105.41860639999504,None,['3'],1,[0.820312300013029],105.41860639999504,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
18,['2'],TMTstop-A_1_3linestimulus15.png,TMTstop-A_1_3greenlinestimulus15.png,TMTstop-A_1_3redlinestimulus15.png,None,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,106.32801769999787,None,['2'],1,[1.926024900007178],106.32801769999787,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
19,['1'],TMTstop-A_1_3linestimulus16.png,TMTstop-A_1_3greenlinestimulus16.png,TMTstop-A_1_3redlinestimulus16.png,None,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,108.33488459998625,None,['1'],1,[0.5510723000043072],108.33488459998625,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
20,['3'],TMTstop-A_1_3linestimulus17.png,TMTstop-A_1_3greenlinestimulus17.png,TMTstop-A_1_3redlinestimulus17.png,None,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,108.98939799999062,None,['3'],1,[0.683731799988891],108.98939799999062,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
21,['2'],TMTstop-A_1_3linestimulus18.png,TMTstop-A_1_3greenlinestimulus18.png,TMTstop-A_1_3redlinestimulus18.png,None,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,109.76577449998877,None,['2'],1,[0.6674673999950755],109.76577449998877,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
22,['1'],TMTstop-A_1_3linestimulus19.png,TMTstop-A_1_3greenlinestimulus19.png,TMTstop-A_1_3redlinestimulus19.png,None,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,110.5381830999977,None,['1'],1,[2.289350800012471],110.5381830999977,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
23,['3'],TMTstop-A_1_3linestimulus20.png,TMTstop-A_1_3greenlinestimulus20.png,TMTstop-A_1_3redlinestimulus20.png,None,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,112.91812989999016,None,['3'],1,[2.032707599995774],112.91812989999016,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
24,['1'],TMTstop-A_1_3linestimulus21.png,TMTstop-A_1_3greenlinestimulus21.png,TMTstop-A_1_3redlinestimulus21.png,None,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,115.03207629999088,None,['1'],1,[0.8310721000016201],115.03207629999088,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
25,['2'],TMTstop-A_1_3linestimulus22.png,TMTstop-A_1_3greenlinestimulus22.png,TMTstop-A_1_3redlinestimulus22.png,None,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,115.95270139999047,None,['2'],1,[0.47453189999214374],115.95270139999047,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
None,None,TMTstop-A_1_3linestimulus23.png,TMTstop-A_1_3greenlinestimulus23.png,TMTstop-A_1_3redlinestimulus23.png,None,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,116.50833089998923,None,None,1,,116.50833089998923,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
1,['3'],TMTstop-A_1_3.png,TMTstop-A_1_3.png,TMTstop-A_1_3.png,10,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,117.51982639999187,None,,,,,,,,,,,,,120.60600919999706,None,"['1', '1', '2', '3']",1,"[2.7838145999994595, 4.228553299995838, 4.914776500008884, 5.40050920000067]",120.60600919999706,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
2,['1'],TMTstop-A_1_3.png,TMTstop-A_1_3firstgreen.png,TMTstop-A_1_3firstred.png,10,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,126.10512289998587,None,"['3', '2', '1']",1,"[1.4135620000015479, 4.070229300006758, 4.475163200011593]",126.10512289998587,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
3,['3'],TMTstop-A_1_3linestimulus0.png,TMTstop-A_1_3greenlinestimulus0.png,TMTstop-A_1_3redlinestimulus0.png,10,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,130.66058519999206,None,"['1', '2', '3']",1,"[2.367236199992476, 3.3146555999992415, 3.700091799997608]",130.66058519999206,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
4,['1'],TMTstop-A_1_3linestimulus1.png,TMTstop-A_1_3greenlinestimulus1.png,TMTstop-A_1_3redlinestimulus1.png,10,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,134.45922019999125,None,"['3', '2', '1']",1,"[4.568701299998793, 7.00480389999575, 7.47488589999557]",134.45922019999125,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
5,['2'],TMTstop-A_1_3linestimulus2.png,TMTstop-A_1_3greenlinestimulus2.png,TMTstop-A_1_3redlinestimulus2.png,10,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,142.0628280999954,None,"['3', '1', '1', '2']",1,"[8.99274040000455, 10.847048000010545, 11.882075100002112, 12.51811920000182]",142.0628280999954,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
6,['3'],TMTstop-A_1_3linestimulus3.png,TMTstop-A_1_3greenlinestimulus3.png,TMTstop-A_1_3redlinestimulus3.png,10,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,154.72219269999187,None,['3'],1,[5.585787499992875],154.72219269999187,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
7,['2'],TMTstop-A_1_3linestimulus4.png,TMTstop-A_1_3greenlinestimulus4.png,TMTstop-A_1_3redlinestimulus4.png,10,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,160.38919819999137,None,['2'],1,[3.1497834000037983],160.38919819999137,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
8,['3'],TMTstop-A_1_3linestimulus5.png,TMTstop-A_1_3greenlinestimulus5.png,TMTstop-A_1_3redlinestimulus5.png,10,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,163.6188231999986,None,['3'],1,[5.907402800003183],163.6188231999986,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
9,['1'],TMTstop-A_1_3linestimulus6.png,TMTstop-A_1_3greenlinestimulus6.png,TMTstop-A_1_3redlinestimulus6.png,10,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,169.60440579999704,None,"['2', '2', '3', '2', '2', '2', '1']",1,"[1.8174782999994932, 5.102729499994894, 5.623740299997735, 6.796312000005855, 7.345690999994986, 7.658955399994738, 8.03924850000476]",169.60440579999704,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
10,['2'],TMTstop-A_1_3linestimulus7.png,TMTstop-A_1_3greenlinestimulus7.png,TMTstop-A_1_3redlinestimulus7.png,10,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,177.7703235999943,None,['2'],1,[7.166209099988919],177.7703235999943,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
11,['3'],TMTstop-A_1_3linestimulus8.png,TMTstop-A_1_3greenlinestimulus8.png,TMTstop-A_1_3redlinestimulus8.png,10,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,185.02068419998977,None,['3'],1,[1.4889687999966554],185.02068419998977,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
12,['1'],TMTstop-A_1_3linestimulus9.png,TMTstop-A_1_3greenlinestimulus9.png,TMTstop-A_1_3redlinestimulus9.png,10,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,186.60439629999746,None,['1'],1,[5.1418925000034506],186.60439629999746,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
13,['2'],TMTstop-A_1_3linestimulus10.png,TMTstop-A_1_3greenlinestimulus10.png,TMTstop-A_1_3redlinestimulus10.png,1,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,191.88799749998725,None,"['3', '1', '2']",1,"[1.7818450999911875, 3.054525300001842, 3.468634099990595]",191.88799749998725,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
14,['1'],TMTstop-A_1_3linestimulus11.png,TMTstop-A_1_3greenlinestimulus11.png,TMTstop-A_1_3redlinestimulus11.png,None,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,195.46437969998806,None,"['2', '2', '1']",1,"[1.3224997000070289, 1.7484919000125956, 2.1584418000129517]",195.46437969998806,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
15,['2'],TMTstop-A_1_3linestimulus12.png,TMTstop-A_1_3greenlinestimulus12.png,TMTstop-A_1_3redlinestimulus12.png,None,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,197.74251639998693,None,"['3', '2']",1,"[0.3857745999994222, 0.6521761999902083]",197.74251639998693,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
16,['3'],TMTstop-A_1_3linestimulus13.png,TMTstop-A_1_3greenlinestimulus13.png,TMTstop-A_1_3redlinestimulus13.png,None,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,198.52028349999455,None,"['1', '2', '3']",1,"[0.3487347999907797, 0.6710605999978725, 0.9606312999967486]",198.52028349999455,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
17,['1'],TMTstop-A_1_3linestimulus14.png,TMTstop-A_1_3greenlinestimulus14.png,TMTstop-A_1_3redlinestimulus14.png,None,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,199.58299919999263,None,['1'],1,[0.2829541999963112],199.58299919999263,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
18,['2'],TMTstop-A_1_3linestimulus15.png,TMTstop-A_1_3greenlinestimulus15.png,TMTstop-A_1_3redlinestimulus15.png,None,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,199.95776259999548,None,['2'],1,[0.2451325000001816],199.95776259999548,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
19,['1'],TMTstop-A_1_3linestimulus16.png,TMTstop-A_1_3greenlinestimulus16.png,TMTstop-A_1_3redlinestimulus16.png,None,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,200.2926892999967,None,"['3', '1']",1,"[0.3871235999977216, 0.8112848000018857]",200.2926892999967,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
20,['3'],TMTstop-A_1_3linestimulus17.png,TMTstop-A_1_3greenlinestimulus17.png,TMTstop-A_1_3redlinestimulus17.png,None,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,201.20768699998735,None,"['2', '3']",1,"[0.28888029999507125, 0.9062567999935709]",201.20768699998735,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
21,['1'],TMTstop-A_1_3linestimulus18.png,TMTstop-A_1_3greenlinestimulus18.png,TMTstop-A_1_3redlinestimulus18.png,None,,,,,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,202.21068739998736,None,['1'],1,[0.18885669999872334],202.21068739998736,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
22,['3'],TMTstop-A_1_3linestimulus19.png,TMTstop-A_1_3greenlinestimulus19.png,TMTstop-A_1_3redlinestimulus19.png,None,,,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,202.4788797999936,None,"['2', '1', '3']",1,"[0.4204112999868812, 0.9663054999982705, 1.6490180999971926]",202.4788797999936,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
23,['2'],TMTstop-A_1_3linestimulus20.png,TMTstop-A_1_3greenlinestimulus20.png,TMTstop-A_1_3redlinestimulus20.png,None,,,,,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,204.2155633999937,None,None,0,,204.2155633999937,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
24,['3'],TMTstop-A_1_3linestimulus21.png,TMTstop-A_1_3greenlinestimulus21.png,TMTstop-A_1_3redlinestimulus21.png,None,,,,,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,204.675531459997,None,None,0,,204.675531459997,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
25,['2'],TMTstop-A_1_3linestimulus22.png,TMTstop-A_1_3greenlinestimulus22.png,TMTstop-A_1_3redlinestimulus22.png,None,,,,,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,204.72440601999406,None,None,0,,204.72440601999406,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
None,None,TMTstop-A_1_3linestimulus23.png,TMTstop-A_1_3greenlinestimulus23.png,TMTstop-A_1_3redlinestimulus23.png,None,,,,,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,204.75931641999196,None,None,1,,204.75931641999196,None,,,,001,2021_Nov_17_1114,TMTAB,2021.2.3,145.7598460760572,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.76892039999075,None,,,,,,,
